"badword","kb_idx","numOccurKB","song_name","og_artist","og_idx","numOccurOG","category","anchored","year","isCensored","isPresent","ogCase1","kbReplace1"
"whiskey",267,0,"it ain't me","Kygo & Selena Gomez",262,11,"alcohol & drugs","^whiskey",2017,1,1,"The Bowery, whiskey neat, grateful, I'm so grateful",NA
"whiskey",267,0,"it ain't me","Kygo & Selena Gomez",262,11,"alcohol & drugs","^whiskey",2017,1,1,"The Bowery, whiskey neat, grateful, I'm so grateful",NA
"whiskey",267,0,"it ain't me","Kygo & Selena Gomez",262,11,"alcohol & drugs","^whiskey",2017,1,1,"The Bowery, whiskey neat, grateful, I'm so grateful",NA
"whiskey",267,0,"it ain't me","Kygo & Selena Gomez",262,11,"alcohol & drugs","^whiskey",2017,1,1,"The Bowery, whiskey neat, grateful, I'm so grateful",NA
"whiskey",267,0,"it ain't me","Kygo & Selena Gomez",262,11,"alcohol & drugs","^whiskey",2017,1,1,"The Bowery, whiskey neat, grateful, I'm so grateful",NA
"crazy",269,1,"it girl","Jason Derulo",264,3,"other","^crazy$",2012,1,1,"Crazy how we fit, girl, this is it, girl","They don't get another shot cause you're in love"
"crazy",269,1,"it girl","Jason Derulo",264,3,"other","^crazy$",2012,1,1,"Crazy how we fit, girl, this is it, girl (woo)",NA
"crime",269,0,"it girl","Jason Derulo",264,3,"violence","^crime",2012,1,1,"Loving you could be a crime","You're done!"
"crime",269,0,"it girl","Jason Derulo",264,3,"violence","^crime",2012,1,1,"Loving you could be a crime",NA
"shit",269,0,"it girl","Jason Derulo",264,3,"profanity","^shit",2012,1,1,"You can be my it girl, baby, you the shit, girl","Tell them other guys they can lose your number"
"shit",269,0,"it girl","Jason Derulo",264,3,"profanity","^shit",2012,1,1,"You can be my it girl, baby, you the shit, girl (ooh, woo)",NA
"dead",272,0,"it's not over","Daughtry",269,3,"violence","^dead$",2007,1,1,"'Cause a part of me is dead and in the ground","'Cause a part of me is standing on the ground"
"dead",272,0,"it's not over","Daughtry",269,3,"violence","^dead$",2007,1,1,"'Cause a part of me is dead and in the ground",NA
"kill",272,0,"it's not over","Daughtry",269,4,"violence","^kill",2007,1,1,"This love is killing me, but you're the only one","This love is hurting me but you are the only one, it's not over"
"kill",272,0,"it's not over","Daughtry",269,4,"violence","^kill",2007,1,1,"This love is killing me, but you're the only one",NA
"kill",272,0,"it's not over","Daughtry",269,4,"violence","^kill",2007,1,1,"This love is killing me, but you're the only one",NA
"hellish",275,0,"jealous","Nick Jonas",270,3,"profanity","^hellish$",2015,1,1,"It's my right to be hellish","It's not your fault that they hover"
"hellish",275,0,"jealous","Nick Jonas",270,3,"profanity","^hellish$",2015,1,1,"It's my right to be hellish","I'm getting red in the face"
"puff",275,2,"jealous","Nick Jonas",270,3,"alcohol & drugs","^puff",2015,1,1,"And I'm puffing my chest","Call it jealous or aggressive"
"puff",275,2,"jealous","Nick Jonas",270,3,"alcohol & drugs","^puff",2015,1,1,"And I'm puffing my chest","And there's no one else for you"
"sex",275,0,"jealous","Nick Jonas",270,6,"sexual","^sex",2015,1,1,"'Cause you're too sexy beautiful","I still get jealous"
"sex",275,0,"jealous","Nick Jonas",270,6,"sexual","^sex",2015,1,1,"'Cause you're too sexy beautiful","It's my right to be jealous"
"sex",275,0,"jealous","Nick Jonas",270,6,"sexual","^sex",2015,1,1,"'Cause you're too sexy beautiful","And everybody wants a taste"
"sex",275,0,"jealous","Nick Jonas",270,6,"sexual","^sex",2015,1,1,"'Cause you're too sexy beautiful","It's not your fault that they hover"
"sex",275,0,"jealous","Nick Jonas",270,6,"sexual","^sex",2015,1,1,"'Cause you're too sexy beautiful (Beautiful)","I still get jealous"
"man",NA,0,"juju on that beat (tz anthem) (ft. zayion mccall)","Zay Hilfigerrr",271,8,"identity","^man$",2017,1,1,"Running man on that beat, ayy",NA
"man",NA,0,"juju on that beat (tz anthem) (ft. zayion mccall)","Zay Hilfigerrr",271,8,"identity","^man$",2017,1,1,"Running man on that beat, ayy",NA
"man",NA,0,"juju on that beat (tz anthem) (ft. zayion mccall)","Zay Hilfigerrr",271,8,"identity","^man$",2017,1,1,"Running man on that beat",NA
"man",NA,0,"juju on that beat (tz anthem) (ft. zayion mccall)","Zay Hilfigerrr",271,8,"identity","^man$",2017,1,1,"Running man on that beat, ayy",NA
"man",NA,0,"juju on that beat (tz anthem) (ft. zayion mccall)","Zay Hilfigerrr",271,8,"identity","^man$",2017,1,1,"Running man on that beat, ayy",NA
"man",NA,0,"juju on that beat (tz anthem) (ft. zayion mccall)","Zay Hilfigerrr",271,8,"identity","^man$",2017,1,1,"Running man on that beat, ayy",NA
"man",NA,0,"juju on that beat (tz anthem) (ft. zayion mccall)","Zay Hilfigerrr",271,8,"identity","^man$",2017,1,1,"Running man on that beat",NA
"drink",NA,0,"just got paid (ft. french montana)","Sigala, Ella Eyre & Meghan Trainor",274,2,"alcohol & drugs","^drink",2019,1,1,"I know I drink too much, can't pay my rent this month",NA
"ball",NA,0,"just got paid (ft. french montana)","Sigala, Ella Eyre & Meghan Trainor",274,6,"other","^ball",2019,1,1,"I'm broke, but I'm ballin'",NA
"ball",NA,0,"just got paid (ft. french montana)","Sigala, Ella Eyre & Meghan Trainor",274,6,"other","^ball",2019,1,1,"I'm broke, but I'm ballin'",NA
"ball",NA,0,"just got paid (ft. french montana)","Sigala, Ella Eyre & Meghan Trainor",274,6,"other","^ball",2019,1,1,"I'm broke, but I'm ballin'",NA
"ball",NA,0,"just got paid (ft. french montana)","Sigala, Ella Eyre & Meghan Trainor",274,6,"other","^ball",2019,1,1,"I'm broke, but I'm ballin'",NA
"ball",NA,0,"just got paid (ft. french montana)","Sigala, Ella Eyre & Meghan Trainor",274,6,"other","^ball",2019,1,1,"I'm broke, but I'm ballin'",NA
"ballin",NA,0,"just got paid (ft. french montana)","Sigala, Ella Eyre & Meghan Trainor",274,6,"other","^ballin",2019,1,1,"I'm broke, but I'm ballin'",NA
"ballin",NA,0,"just got paid (ft. french montana)","Sigala, Ella Eyre & Meghan Trainor",274,6,"other","^ballin",2019,1,1,"I'm broke, but I'm ballin'",NA
"ballin",NA,0,"just got paid (ft. french montana)","Sigala, Ella Eyre & Meghan Trainor",274,6,"other","^ballin",2019,1,1,"I'm broke, but I'm ballin'",NA
"ballin",NA,0,"just got paid (ft. french montana)","Sigala, Ella Eyre & Meghan Trainor",274,6,"other","^ballin",2019,1,1,"I'm broke, but I'm ballin'",NA
"ballin",NA,0,"just got paid (ft. french montana)","Sigala, Ella Eyre & Meghan Trainor",274,6,"other","^ballin",2019,1,1,"I'm broke, but I'm ballin'",NA
"kiss",285,6,"kiss me","Sixpence None The Richer",277,11,"sexual","^kiss",2001,1,1,"Oh, kiss me, beneath the milky twilight","Oh, kiss me beneath the milky twilight"
"kiss",285,6,"kiss me","Sixpence None The Richer",277,11,"sexual","^kiss",2001,1,1,"So kiss me","So kiss me"
"kiss",285,6,"kiss me","Sixpence None The Richer",277,11,"sexual","^kiss",2001,1,1,"Kiss me, down by the broken tree house","Kiss me down by the broken tree house"
"kiss",285,6,"kiss me","Sixpence None The Richer",277,11,"sexual","^kiss",2001,1,1,"Oh, kiss me, beneath the milky twilight","Oh, kiss me beneath the milky twilight"
"kiss",285,6,"kiss me","Sixpence None The Richer",277,11,"sexual","^kiss",2001,1,1,"So kiss me","So kiss me"
"kiss",285,6,"kiss me","Sixpence None The Richer",277,11,"sexual","^kiss",2001,1,1,"Kiss me, beneath the milky twilight",NA
"kiss",285,6,"kiss me","Sixpence None The Richer",277,11,"sexual","^kiss",2001,1,1,"So kiss me",NA
"kiss",285,6,"kiss me","Sixpence None The Richer",277,11,"sexual","^kiss",2001,1,1,"So kiss me",NA
"kiss",285,6,"kiss me","Sixpence None The Richer",277,11,"sexual","^kiss",2001,1,1,"So kiss me",NA
"kiss",285,6,"kiss me","Sixpence None The Richer",277,11,"sexual","^kiss",2001,1,1,"So kiss me",NA
"pimp",286,0,"knocks you down","Keri Hilson",628,2,"sexual","^pimp",2010,1,1,"I swear to you the pimp in me just died tonight","Said if I could go back, make it happen faster"
"hell",312,1,"l.o.v.e","Ashlee Simpson",638,2,"profanity","^hell$",2006,1,1,"My boyfriend, he'll be calling me now anytime","I need all my girls to keep him off my mind"
"blow",289,10,"lean on","Major Lazer",280,14,"alcohol & drugs","^blow",2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
"blow",289,10,"lean on","Major Lazer",280,14,"alcohol & drugs","^blow",2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
"blow",289,10,"lean on","Major Lazer",280,14,"alcohol & drugs","^blow",2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
"blow",289,10,"lean on","Major Lazer",280,14,"alcohol & drugs","^blow",2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
"blow",289,10,"lean on","Major Lazer",280,14,"alcohol & drugs","^blow",2015,1,1,"All around, the wind blows","All around the wind blows"
"blow",289,10,"lean on","Major Lazer",280,14,"alcohol & drugs","^blow",2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
"blow",289,10,"lean on","Major Lazer",280,14,"alcohol & drugs","^blow",2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
"blow",289,10,"lean on","Major Lazer",280,14,"alcohol & drugs","^blow",2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
"blow",289,10,"lean on","Major Lazer",280,14,"alcohol & drugs","^blow",2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
"blow",289,10,"lean on","Major Lazer",280,14,"alcohol & drugs","^blow",2015,1,1,"Blow a kiss, fire a gun",NA
"blow",289,10,"lean on","Major Lazer",280,14,"alcohol & drugs","^blow",2015,1,1,"Blow a kiss, fire a gun",NA
"blow",289,10,"lean on","Major Lazer",280,14,"alcohol & drugs","^blow",2015,1,1,"Blow a kiss, fire a gun",NA
"blow",289,10,"lean on","Major Lazer",280,14,"alcohol & drugs","^blow",2015,1,1,"Blow a kiss, fire a gun",NA
"gun",289,0,"lean on","Major Lazer",280,12,"violence","^gun$",2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
"gun",289,0,"lean on","Major Lazer",280,12,"violence","^gun$",2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
"gun",289,0,"lean on","Major Lazer",280,12,"violence","^gun$",2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
"gun",289,0,"lean on","Major Lazer",280,12,"violence","^gun$",2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
"gun",289,0,"lean on","Major Lazer",280,12,"violence","^gun$",2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
"gun",289,0,"lean on","Major Lazer",280,12,"violence","^gun$",2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
"gun",289,0,"lean on","Major Lazer",280,12,"violence","^gun$",2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
"gun",289,0,"lean on","Major Lazer",280,12,"violence","^gun$",2015,1,1,"Blow a kiss, fire a gun",NA
"gun",289,0,"lean on","Major Lazer",280,12,"violence","^gun$",2015,1,1,"Blow a kiss, fire a gun",NA
"gun",289,0,"lean on","Major Lazer",280,12,"violence","^gun$",2015,1,1,"Blow a kiss, fire a gun",NA
"gun",289,0,"lean on","Major Lazer",280,12,"violence","^gun$",2015,1,1,"Blow a kiss, fire a gun",NA
"kiss",289,8,"lean on","Major Lazer",280,12,"sexual","^kiss",2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
"kiss",289,8,"lean on","Major Lazer",280,12,"sexual","^kiss",2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
"kiss",289,8,"lean on","Major Lazer",280,12,"sexual","^kiss",2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
"kiss",289,8,"lean on","Major Lazer",280,12,"sexual","^kiss",2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
"kiss",289,8,"lean on","Major Lazer",280,12,"sexual","^kiss",2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
"kiss",289,8,"lean on","Major Lazer",280,12,"sexual","^kiss",2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
"kiss",289,8,"lean on","Major Lazer",280,12,"sexual","^kiss",2015,1,1,"Blow a kiss, fire a gun","Blow a kiss, you're the one"
"kiss",289,8,"lean on","Major Lazer",280,12,"sexual","^kiss",2015,1,1,"Blow a kiss, fire a gun",NA
"kiss",289,8,"lean on","Major Lazer",280,12,"sexual","^kiss",2015,1,1,"Blow a kiss, fire a gun",NA
"kiss",289,8,"lean on","Major Lazer",280,12,"sexual","^kiss",2015,1,1,"Blow a kiss, fire a gun",NA
"kiss",289,8,"lean on","Major Lazer",280,12,"sexual","^kiss",2015,1,1,"Blow a kiss, fire a gun",NA
"dirty",292,1,"let it rock","Kevin Rudolf",282,2,"sexual","^dirty$",2009,1,1,"Dirty like socks that's on the ground",NA
"clothes",305,2,"live your life","T.I.",291,3,"sexual","^clothes$",2009,1,1,"In fancy clothes, and fancy car-ars","Livin' the life, the life"
"clothes",305,2,"live your life","T.I.",291,3,"sexual","^clothes$",2009,1,1,"In fancy clothes, and fancy cars",NA
"devil",306,3,"livin la vida loca","Ricky Martin",636,4,"other","^devil",2001,1,1,"Her lips are devil red","Her lips are devil red and her skin's the color mocha"
"devil",306,3,"livin la vida loca","Ricky Martin",636,4,"other","^devil",2001,1,1,"Her lips are devil red",NA
"devil",306,3,"livin la vida loca","Ricky Martin",636,4,"other","^devil",2001,1,1,"Her lips are devil red",NA
"lips",306,3,"livin la vida loca","Ricky Martin",636,4,"sexual","^lips$",2001,1,1,"Her lips are devil red","Her lips are devil red and her skin's the color mocha"
"lips",306,3,"livin la vida loca","Ricky Martin",636,4,"sexual","^lips$",2001,1,1,"Her lips are devil red",NA
"lips",306,3,"livin la vida loca","Ricky Martin",636,4,"sexual","^lips$",2001,1,1,"Her lips are devil red",NA
"sex",307,0,"locked out of heaven","Bruno Mars",292,4,"sexual","^sex",2013,1,1,"Yeah, your sex takes me to paradise","I'm born again every time you are in sight"
"sex",307,0,"locked out of heaven","Bruno Mars",292,4,"sexual","^sex",2013,1,1,"'Cause your sex takes me to paradise","You can make a sinner change his ways"
"sex",307,0,"locked out of heaven","Bruno Mars",292,4,"sexual","^sex",2013,1,1,"Yeah, your sex takes me to paradise","Open up your gates cause I can't wait to see the light"
"shit",313,0,"love lies","Khalid & Normani",299,2,"profanity","^shit",2019,1,1,"You've got some shit to say and I'm here to listen","You've got something to say and I'm here to listen, so, baby..."
"fuck",315,0,"love on the brain","Rihanna",640,3,"profanity","fuck",2017,1,1,"What do I gotta do to get in your motherfuckin’ heart?","Got me like, ah ah"
"fuck",315,0,"love on the brain","Rihanna",640,3,"profanity","fuck",2017,1,1,"It beats me black and blue but it fucks me so good","But it tricks me so good"
"touch",316,0,"love somebody","Maroon 5",301,3,"sexual","^touch",2014,1,1,"I really wanna touch somebody","If I fall for you"
"touch",316,0,"love somebody","Maroon 5",301,3,"sexual","^touch",2014,1,1,"I really wanna touch somebody","I don't know where to start"
"sleep",319,0,"love yourself","Justin Bieber",304,2,"sexual","^sleep",2016,1,1,"But now I know, I'm better sleeping on my own","And now I know, I'm better living on my own"
"fuck",323,0,"makes me wonder","Maroon 5",309,3,"profanity","fuck",2007,1,1,"And it really makes me wonder if I ever gave a fuck about you","I still don't have a reason"
"fuck",323,0,"makes me wonder","Maroon 5",309,3,"profanity","fuck",2007,1,1,"And it really makes me wonder if I ever gave a fuck about you and I","And it really makes me wonder"
"body",NA,0,"me against the music (ft. madonna)","Britney Spears",312,2,"sexual","^body$",2004,1,1,"Just work your body and let it go",NA
"god",332,3,"me too","Meghan Trainor",314,5,"other","^god",2016,1,1,"I thank God every day (Thank God) (Uh-huh)","I thank God every day (uh huh)"
"god",332,3,"me too","Meghan Trainor",314,5,"other","^god",2016,1,1,"I thank God every day (Said I thank God) (Uh-huh)","That I woke up feelin' this way (uh huh)"
"skin",331,0,"mercy","Shawn Mendes",321,2,"sexual","^skin$",2017,1,1,"Ripping all the skin from off my bones","Take it easy on my heart"
"man",336,1,"miss independent","Kelly Clarkson",327,2,"identity","^man$",2003,1,1,"Miss never let a man help her off her throne","Miss never let a man help her off her throne"
"body",340,3,"move it like this","Baha Men",330,4,"sexual","^body$",2003,1,1,"C'mon fellas rock the party Shake your body everybody","Can you move it like this? I can shake it like that"
"body",340,3,"move it like this","Baha Men",330,4,"sexual","^body$",2003,1,1,"C'mon y'all let's rock the party Shake your body everybody","Remember back in the day"
"body",340,3,"move it like this","Baha Men",330,4,"sexual","^body$",2003,1,1,"C'mon y'all let's rock the party Shake your body everybody","(Baltimore an' D.C. now)"
"man",340,3,"move it like this","Baha Men",330,4,"identity","^man$",2003,1,1,"Doing the running man","Well, I can see everybody's on the floor"
"man",340,3,"move it like this","Baha Men",330,4,"identity","^man$",2003,1,1,"(move it man)","Can you move it like this? I can shake it like that"
"man",340,3,"move it like this","Baha Men",330,4,"identity","^man$",2003,1,1,"(Move it man)","Can you move it like this? I can shake it like that"
"drunk",341,0,"moves like jagger","Maroon 5",331,3,"alcohol & drugs","^drunk",2012,1,1,"Kiss me till you're drunk and I'll show you","Wherever you want"
"drunk",341,0,"moves like jagger","Maroon 5",331,3,"alcohol & drugs","^drunk",2012,1,1,"Kiss me till you're drunk and I'll show you (Yeah, yeah)",NA
"kiss",341,0,"moves like jagger","Maroon 5",331,3,"sexual","^kiss",2012,1,1,"Kiss me till you're drunk and I'll show you","Wherever you want"
"kiss",341,0,"moves like jagger","Maroon 5",331,3,"sexual","^kiss",2012,1,1,"Kiss me till you're drunk and I'll show you (Yeah, yeah)",NA
"tongue",341,0,"moves like jagger","Maroon 5",331,4,"sexual","^tongue",2012,1,1,"Take me by the tongue and I'll know you (Uh)","We can ride it"
"tongue",341,0,"moves like jagger","Maroon 5",331,4,"sexual","^tongue",2012,1,1,"Take me by the tongue and I'll know you (Take me by the tongue)",NA
"champagne",345,0,"my house","Flo Rida",335,2,"alcohol & drugs","^champagne$",2016,1,1,"Keep our clothes on the floor, open up champagne","Hang around, let's pretend that the time has changed"
"man",347,0,"my love","Justin Timberlake",337,4,"identity","^man$",2007,1,1,"But if you got a man, try to lose him if you can","Ain't another girl that can take your spot, my love"
"man",347,0,"my love","Justin Timberlake",337,4,"identity","^man$",2007,1,1,"'Cause you ain't been seen with a man so fly","My love"
"man",347,0,"my love","Justin Timberlake",337,4,"identity","^man$",2007,1,1,"You say you wanna kick it when I ain't so high (Man)","See, all I want you to do is be my love"
"high",347,0,"my love","Justin Timberlake",337,2,"alcohol & drugs","^high$",2007,1,1,"You say you wanna kick it when I ain't so high (Man)","See, all I want you to do is be my love"
"woman",347,0,"my love","Justin Timberlake",337,7,"identity","^woman$",2007,1,1,"Ain't another woman that could take your spot","(So don't give away)"
"woman",347,0,"my love","Justin Timberlake",337,7,"identity","^woman$",2007,1,1,"Ain't another woman that could take your spot, my love","(So don't give away)"
"woman",347,0,"my love","Justin Timberlake",337,7,"identity","^woman$",2007,1,1,"Ain't another woman that could take your spot","Walking on the beach, our toes in the sand"
"woman",347,0,"my love","Justin Timberlake",337,7,"identity","^woman$",2007,1,1,"Ain't another woman that could take your spot, my love","Girl, you amaze me"
"woman",347,0,"my love","Justin Timberlake",337,7,"identity","^woman$",2007,1,1,"Ain't another woman that could take your spot",NA
"woman",347,0,"my love","Justin Timberlake",337,7,"identity","^woman$",2007,1,1,"Ain't another woman that could take your spot, my love",NA
"cutthroat",350,0,"natural","Imagine Dragons",340,3,"violence","^cutthroat$",2019,1,1,"Living your life cutthroat","Living your life, you know"
"cutthroat",350,0,"natural","Imagine Dragons",340,3,"violence","^cutthroat$",2019,1,1,"Living your life cutthroat","Living your life, you know"
"sins",NA,0,"never be like you (ft. kai)","Flume",343,2,"other","^sins$",2016,1,1,"I'm begging, darling, please, absolve me of my sins, won't you?",NA
"fuck",NA,0,"never be like you (ft. kai)","Flume",343,6,"profanity","fuck",2016,1,1,"Now I'm fucked up and I'm missing you",NA
"fuck",NA,0,"never be like you (ft. kai)","Flume",343,6,"profanity","fuck",2016,1,1,"Now I'm fucked up and I'm missing you",NA
"fuck",NA,0,"never be like you (ft. kai)","Flume",343,6,"profanity","fuck",2016,1,1,"Now I'm fucked up and I'm missing you",NA
"fuck",NA,0,"never be like you (ft. kai)","Flume",343,6,"profanity","fuck",2016,1,1,"I'm falling on my knees, forgive me, I'm a fucking fool",NA
"fuck",NA,0,"never be like you (ft. kai)","Flume",343,6,"profanity","fuck",2016,1,1,"I'm falling on my knees, forgive me, I'm a fucking fool",NA
"hell",NA,0,"never be like you (ft. kai)","Flume",343,11,"profanity","^hell$",2016,1,1,"He'll never be like you",NA
"hell",NA,0,"never be like you (ft. kai)","Flume",343,11,"profanity","^hell$",2016,1,1,"'Cause I got it, ooh, he'll never be like you",NA
"hell",NA,0,"never be like you (ft. kai)","Flume",343,11,"profanity","^hell$",2016,1,1,"'Cause I got it, ooh, he'll never be like you",NA
"hell",NA,0,"never be like you (ft. kai)","Flume",343,11,"profanity","^hell$",2016,1,1,"He'll never be like you",NA
"hell",NA,0,"never be like you (ft. kai)","Flume",343,11,"profanity","^hell$",2016,1,1,"He'll never be like you",NA
"hell",NA,0,"never be like you (ft. kai)","Flume",343,11,"profanity","^hell$",2016,1,1,"'Cause I got it, ooh, he'll never be like you",NA
"hell",NA,0,"never be like you (ft. kai)","Flume",343,11,"profanity","^hell$",2016,1,1,"'Cause I got it, ooh, he'll never be like you",NA
"hell",NA,0,"never be like you (ft. kai)","Flume",343,11,"profanity","^hell$",2016,1,1,"'Cause I got it, ooh, he'll never be like you",NA
"hell",NA,0,"never be like you (ft. kai)","Flume",343,11,"profanity","^hell$",2016,1,1,"'Cause I got it, ooh, he'll never be like you",NA
"hell",NA,0,"never be like you (ft. kai)","Flume",343,11,"profanity","^hell$",2016,1,1,"He'll never be like you",NA
"die",352,13,"never forget you","Zara Larsson & MNEK",344,17,"violence","^die$",2016,1,1,"And you will always be by my side 'til the day I die","I will never forget you"
"die",352,13,"never forget you","Zara Larsson & MNEK",344,17,"violence","^die$",2016,1,1,"'Til the day I die","And you’ll always be by my side till the day I die"
"die",352,13,"never forget you","Zara Larsson & MNEK",344,17,"violence","^die$",2016,1,1,"'Til the day I die","Funny how we both end happy but everything seems alright, ooh"
"die",352,13,"never forget you","Zara Larsson & MNEK",344,17,"violence","^die$",2016,1,1,"'Til the day I die","I wonder what will happen"
"die",352,13,"never forget you","Zara Larsson & MNEK",344,17,"violence","^die$",2016,1,1,"I knew that I would love you 'til the day I die","And I will never want much more"
"die",352,13,"never forget you","Zara Larsson & MNEK",344,17,"violence","^die$",2016,1,1,"And you will always be by my side 'til the day I die","Doing it, loving it"
"die",352,13,"never forget you","Zara Larsson & MNEK",344,17,"violence","^die$",2016,1,1,"I knew that I would love you 'til the day I die","From the day that I met you"
"die",352,13,"never forget you","Zara Larsson & MNEK",344,17,"violence","^die$",2016,1,1,"And you will always be by my side 'til the day I die","I will never forget you"
"die",352,13,"never forget you","Zara Larsson & MNEK",344,17,"violence","^die$",2016,1,1,"Die, yeah","And you’ll always be by my side till the day I die"
"die",352,13,"never forget you","Zara Larsson & MNEK",344,17,"violence","^die$",2016,1,1,"'Til the day I die, 'til the day I die, 'til the day I die","Till the day I die, till the day I die, till the day I die"
"die",352,13,"never forget you","Zara Larsson & MNEK",344,17,"violence","^die$",2016,1,1,"'Til the day I die, 'til the day I die, 'til the day I die","I’ll never forget you (I will never, never, never, never, never, never)"
"die",352,13,"never forget you","Zara Larsson & MNEK",344,17,"violence","^die$",2016,1,1,"I will never forget you 'til the day I die",NA
"kiss",NA,0,"never really over","Katy Perry",346,2,"sexual","^kiss",2019,1,1,"Thought we kissed goodbye",NA
"bed",354,0,"new rules","Dua Lipa",348,3,"sexual","^bed$",2018,1,1,"You know you're gonna wake up in his bed in the morning","You know you're gonna meet up with your friends in the morning"
"bed",354,0,"new rules","Dua Lipa",348,3,"sexual","^bed$",2018,1,1,"You know you're gonna wake up in his bed in the morning","(Whoa-ooh)"
"drunk",354,0,"new rules","Dua Lipa",348,3,"alcohol & drugs","^drunk",2018,1,1,"You know he's only callin' 'cause he's drunk and alone","You know he's only callin' 'cause he's out and alone"
"drunk",354,0,"new rules","Dua Lipa",348,3,"alcohol & drugs","^drunk",2018,1,1,"You know he's only callin' 'cause he's drunk and alone (alone)","You know you're gonna meet up with your friends in the morning"
"sleep",354,1,"new rules","Dua Lipa",348,2,"sexual","^sleep",2018,1,1,"Eat, sleep, and breathe it","Two: Don't let him in"
"hips",355,0,"no","Meghan Trainor",643,3,"sexual","^hips$",2016,1,1,"Lick your lips and swing your hips (Hey, hey, let's go!)","Blah, blah, blah"
"hips",355,0,"no","Meghan Trainor",643,3,"sexual","^hips$",2016,1,1,"Lick your lips and swing your hips (No, no)","You need to let it go"
"high",357,10,"no brainer","DJ Khaled",644,15,"alcohol & drugs","^high$",2018,1,1,"Put 'em high","Yeah-eah-eah, yeah-eah-eah, yeah"
"high",357,10,"no brainer","DJ Khaled",644,15,"alcohol & drugs","^high$",2018,1,1,"Put 'em high","Put 'em up"
"high",357,10,"no brainer","DJ Khaled",644,15,"alcohol & drugs","^high$",2018,1,1,"Put 'em high","Yeah-eah-eah, yeah-eah-eah, yeah"
"high",357,10,"no brainer","DJ Khaled",644,15,"alcohol & drugs","^high$",2018,1,1,"Put 'em high","Both arms, yeah"
"high",357,10,"no brainer","DJ Khaled",644,15,"alcohol & drugs","^high$",2018,1,1,"Put 'em high","Demanded my attention, had to give it up"
"high",357,10,"no brainer","DJ Khaled",644,15,"alcohol & drugs","^high$",2018,1,1,"Put 'em high","Both arms, yeah"
"high",357,10,"no brainer","DJ Khaled",644,15,"alcohol & drugs","^high$",2018,1,1,"Put 'em high","Whoa-oh-oh, whoa-oh-oh, ooh"
"high",357,10,"no brainer","DJ Khaled",644,15,"alcohol & drugs","^high$",2018,1,1,"Put 'em high",NA
"high",357,10,"no brainer","DJ Khaled",644,15,"alcohol & drugs","^high$",2018,1,1,"Put 'em high (Put 'em high)",NA
"high",357,10,"no brainer","DJ Khaled",644,15,"alcohol & drugs","^high$",2018,1,1,"Put 'em high",NA
"high",357,10,"no brainer","DJ Khaled",644,15,"alcohol & drugs","^high$",2018,1,1,"Put 'em high (Put 'em high)",NA
"high",357,10,"no brainer","DJ Khaled",644,15,"alcohol & drugs","^high$",2018,1,1,"Way high",NA
"bleed",361,0,"not a bad thing","Justin Timberlake",645,2,"violence","^bleed",2014,1,1,"Now you're bleeding","And I won't stop until you believe it"
"cuts",361,0,"not a bad thing","Justin Timberlake",645,2,"violence","^cuts$",2014,1,1,"When someone cuts your heart open with a knife","But I could be that guy to heal it over time"
"fuck",361,0,"not a bad thing","Justin Timberlake",645,3,"profanity","fuck",2014,1,1,"'Cause you might fuck around and find your dreams come true with me","So don't act like it's a bad thing to fall in love with me, me"
"fuck",361,0,"not a bad thing","Justin Timberlake",645,3,"profanity","fuck",2014,1,1,"'Cause you might fuck around and find your dreams come true with me","So don't act like it's a bad thing to fall in love with me, me"
"knife",361,0,"not a bad thing","Justin Timberlake",645,2,"violence","^knife",2014,1,1,"When someone cuts your heart open with a knife","But I could be that guy to heal it over time"
"sleep",NA,0,"obsession (no es amor) (ft. baby bash)","Frankie J",356,2,"sexual","^sleep",2005,1,1,"And I still can't sleep",NA
"freak",NA,0,"obsession (no es amor) (ft. baby bash)","Frankie J",356,3,"sexual","^freak",2005,1,1,"I love the way you freaky like that",NA
